6 ,6 ,5 ,7 ,7 ,7 ,6 ,7 ,6 ,7 ,9 ,22,26,26,26,26,26,8 ,8 ,6 ,6 ,6 ,4 ,2 ,2 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,2 ,6 ,6 ,8 ,26,26,26,26,10,8 ,8 ,4 ,4 ,4 ,4 ,4 ,4 ,7 ,8 ,8 ,8 ,8 ,8 ,5 ,5 ,5 ,5 ,
6 ,6 ,5 ,7 ,7 ,7 ,6 ,5 ,5 ,7 ,9 ,9 ,22,26,26,26,26,26,20,8 ,8 ,6 ,4 ,2 ,2 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,6 ,6 ,6 ,8 ,10,26,29,28,9 ,8 ,6 ,4 ,4 ,4 ,4 ,6 ,6 ,6 ,8 ,8 ,10,10,9 ,9 ,5 ,5 ,5 ,
6 ,6 ,6 ,8 ,7 ,7 ,6 ,5 ,5 ,7 ,9 ,9 ,9 ,22,26,26,26,26,26,22,8 ,6 ,4 ,2 ,2 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,6 ,6 ,6 ,8 ,10,26,29,28,10,6 ,6 ,4 ,4 ,4 ,6 ,6 ,6 ,6 ,8 ,8 ,10,9 ,9 ,9 ,7 ,5 ,5 ,
6 ,6 ,6 ,8 ,7 ,7 ,6 ,5 ,5 ,5 ,7 ,9 ,9 ,9 ,22,26,26,26,20,21,8 ,6 ,6 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,8 ,6 ,6 ,6 ,6 ,8 ,10,26,29,26,10,8 ,8 ,6 ,6 ,8 ,8 ,8 ,8 ,8 ,10,10,9 ,9 ,9 ,9 ,7 ,5 ,4 ,
6 ,6 ,6 ,8 ,8 ,7 ,6 ,6 ,5 ,5 ,7 ,7 ,9 ,9 ,8 ,22,22,8 ,8 ,8 ,8 ,6 ,6 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,7 ,7 ,7 ,6 ,6 ,8 ,8 ,8 ,26,28,26,10,8 ,10,8 ,8 ,20,20,20,26,26,26,26,26,26,26,22,21,4 ,4 ,
5 ,5 ,5 ,7 ,7 ,7 ,6 ,6 ,5 ,5 ,5 ,7 ,9 ,9 ,10,22,9 ,22,8 ,8 ,8 ,6 ,6 ,6 ,6 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,5 ,7 ,7 ,7 ,6 ,6 ,8 ,8 ,8 ,26,28,26,15,10,21,26,26,26,26,26,26,26,26,26,28,28,28,22,9 ,4 ,4 ,
5 ,5 ,5 ,7 ,7 ,7 ,7 ,6 ,5 ,5 ,7 ,7 ,9 ,13,12,12,10,8 ,8 ,6 ,6 ,6 ,6 ,22,18,8 ,8 ,6 ,6 ,4 ,4 ,4 ,5 ,5 ,9 ,9 ,9 ,8 ,6 ,8 ,8 ,8 ,26,26,26,26,26,26,26,26,26,26,22,22,22,22,22,26,26,26,22,9 ,9 ,4 ,
5 ,5 ,5 ,7 ,7 ,7 ,8 ,7 ,7 ,7 ,7 ,9 ,9 ,11,10,10,8 ,8 ,10,10,10,8 ,20,26,22,22,8 ,6 ,6 ,6 ,4 ,5 ,5 ,5 ,9 ,9 ,9 ,8 ,6 ,8 ,22,22,29,28,26,26,26,26,26,22,10,14,11,10,9 ,11,12,25,26,22,22,11,9 ,4 ,
5 ,5 ,5 ,6 ,6 ,6 ,9 ,8 ,7 ,6 ,8 ,8 ,8 ,10,10,12,10,10,10,10,10,8 ,26,26,26,22,22,8 ,8 ,8 ,7 ,5 ,7 ,7 ,9 ,9 ,9 ,22,22,26,26,26,29,29,28,26,10,17,12,11,22,8 ,7 ,7 ,7 ,9 ,9 ,9 ,22,22,9 ,22,6 ,3 ,
5 ,5 ,5 ,6 ,6 ,8 ,9 ,8 ,7 ,9 ,10,10,10,13,12,12,22,22,26,26,22,22,26,26,26,26,22,22,19,9 ,9 ,11,11,22,26,26,26,26,26,26,26,26,29,29,26,10,22,10,10,8 ,8 ,7 ,7 ,7 ,7 ,9 ,9 ,9 ,22,22,19,9 ,5 ,3 ,
5 ,5 ,5 ,8 ,8 ,8 ,9 ,8 ,7 ,11,10,12,12,13,21,22,26,26,26,26,22,8 ,22,26,26,26,26,22,9 ,7 ,9 ,9 ,11,22,26,26,26,26,19,22,19,17,26,29,28,16,6 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,4 ,6 ,6 ,22,22,9 ,21,8 ,5 ,3 ,
5 ,5 ,7 ,7 ,7 ,8 ,9 ,8 ,9 ,13,13,14,22,26,26,26,26,26,22,8 ,13,22,22,22,26,26,26,20,21,7 ,9 ,22,26,26,11,16,8 ,7 ,22,6 ,6 ,6 ,26,30,28,9 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,4 ,4 ,6 ,6 ,22,6 ,5 ,5 ,5 ,5 ,3 ,
5 ,7 ,7 ,8 ,8 ,8 ,11,13,22,22,26,26,26,26,26,26,8 ,15,10,22,8 ,8 ,6 ,22,25,29,20,21,9 ,7 ,9 ,22,26,26,25,9 ,7 ,6 ,6 ,6 ,7 ,6 ,26,28,26,9 ,7 ,7 ,6 ,6 ,6 ,19,18,18,8 ,9 ,22,11,22,8 ,8 ,5 ,5 ,3 ,
5 ,7 ,8 ,10,10,10,22,23,26,26,26,26,26,21,17,10,22,8 ,8 ,6 ,6 ,8 ,10,21,20,25,22,11,7 ,7 ,9 ,22,26,26,26,21,7 ,7 ,7 ,6 ,6 ,6 ,26,28,26,12,7 ,19,19,19,19,26,26,26,8 ,22,12,21,9 ,8 ,8 ,5 ,3 ,3 ,
5 ,8 ,10,10,21,26,26,26,26,26,22,13,17,22,9 ,10,8 ,8 ,8 ,8 ,8 ,10,21,26,20,21,11,9 ,7 ,11,11,22,22,26,26,7 ,7 ,7 ,6 ,6 ,6 ,7 ,28,28,28,26,26,26,26,26,26,26,26,11,11,14,21,11,10,9 ,9 ,4 ,4 ,4 ,
6 ,8 ,10,12,23,26,26,26,13,18,13,22,7 ,9 ,9 ,9 ,6 ,6 ,6 ,6 ,8 ,20,26,20,25,11,9 ,7 ,5 ,7 ,9 ,22,22,26,26,9 ,7 ,6 ,6 ,6 ,19,19,28,29,29,26,26,26,26,22,22,22,10,22,15,12,10,11,10,9 ,9 ,4 ,4 ,4 ,
6 ,10,10,22,26,26,12,18,22,9 ,9 ,9 ,9 ,9 ,7 ,7 ,7 ,6 ,4 ,6 ,20,26,21,26,11,9 ,7 ,7 ,5 ,7 ,9 ,22,22,26,26,10,6 ,19,19,19,26,26,28,29,28,26,22,22,4 ,22,22,8 ,22,8 ,19,10,10,10,8 ,7 ,7 ,5 ,5 ,5 ,
7 ,9 ,9 ,17,12,14,22,10,9 ,11,9 ,9 ,7 ,7 ,5 ,5 ,5 ,5 ,6 ,20,26,20,26,9 ,7 ,7 ,7 ,5 ,5 ,7 ,9 ,9 ,22,26,28,26,26,26,26,26,26,26,26,28,26,7 ,19,19,22,22,10,22,7 ,20,8 ,10,10,8 ,8 ,7 ,5 ,5 ,5 ,5 ,
7 ,9 ,9 ,11,10,12,12,12,11,9 ,7 ,7 ,7 ,5 ,5 ,5 ,5 ,7 ,9 ,26,20,26,9 ,7 ,7 ,7 ,5 ,5 ,5 ,7 ,9 ,9 ,22,26,28,28,26,26,26,7 ,17,16,26,28,26,15,6 ,4 ,22,8 ,22,7 ,19,8 ,8 ,9 ,10,8 ,6 ,5 ,5 ,5 ,5 ,5 ,
7 ,9 ,9 ,9 ,8 ,8 ,7 ,7 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,5 ,5 ,9 ,20,20,26,11,11,9 ,7 ,5 ,5 ,5 ,5 ,7 ,6 ,9 ,22,26,26,26,5 ,11,7 ,22,7 ,6 ,28,29,28,11,6 ,4 ,17,22,7 ,17,7 ,8 ,8 ,8 ,8 ,8 ,8 ,7 ,5 ,5 ,5 ,5 ,
7 ,7 ,9 ,9 ,8 ,8 ,7 ,7 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,20,26,25,21,12,9 ,9 ,9 ,9 ,7 ,5 ,5 ,6 ,6 ,9 ,22,22,26,26,19,7 ,7 ,7 ,6 ,6 ,29,28,26,22,18,4 ,5 ,22,8 ,7 ,7 ,8 ,8 ,6 ,8 ,8 ,8 ,7 ,7 ,7 ,5 ,5 ,
7 ,7 ,7 ,7 ,6 ,6 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,22,26,26,26,22,22,22,9 ,9 ,9 ,9 ,6 ,4 ,6 ,6 ,6 ,22,22,26,26,22,7 ,7 ,6 ,6 ,6 ,26,28,26,6 ,22,2 ,22,11,21,11,9 ,8 ,8 ,8 ,10,8 ,8 ,7 ,7 ,7 ,5 ,4 ,
6 ,7 ,7 ,7 ,6 ,6 ,5 ,5 ,4 ,5 ,5 ,5 ,5 ,5 ,7 ,11,26,29,28,22,26,26,22,22,22,9 ,9 ,9 ,6 ,6 ,6 ,6 ,21,22,26,26,22,7 ,6 ,6 ,6 ,6 ,26,28,26,18,22,22,9 ,21,9 ,9 ,7 ,8 ,8 ,8 ,10,10,8 ,7 ,7 ,7 ,4 ,4 ,
6 ,6 ,7 ,7 ,7 ,6 ,5 ,6 ,5 ,5 ,5 ,5 ,5 ,9 ,11,9 ,26,28,26,22,26,26,26,26,22,21,9 ,9 ,6 ,6 ,6 ,7 ,9 ,22,22,26,21,7 ,6 ,6 ,6 ,6 ,26,28,26,15,22,9 ,22,9 ,9 ,9 ,22,18,8 ,8 ,10,10,8 ,7 ,6 ,6 ,4 ,4 ,
6 ,6 ,7 ,7 ,7 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,9 ,11,9 ,26,26,28,26,22,26,26,26,26,26,13,9 ,9 ,6 ,9 ,7 ,7 ,9 ,22,22,26,22,19,6 ,6 ,6 ,6 ,26,28,26,22,18,22,22,26,26,26,19,22,22,20,10,10,8 ,6 ,6 ,4 ,4 ,4 ,
6 ,6 ,6 ,6 ,7 ,7 ,6 ,6 ,5 ,5 ,5 ,7 ,11,22,22,26,26,29,26,10,20,22,26,26,26,22,22,10,7 ,7 ,9 ,7 ,11,22,22,26,22,19,6 ,6 ,6 ,18,28,29,26,5 ,22,26,26,26,26,26,26,22,7 ,19,9 ,9 ,6 ,6 ,4 ,4 ,4 ,4 ,
6 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,5 ,7 ,7 ,11,11,22,26,21,26,26,26,19,10,10,22,26,26,26,13,10,8 ,7 ,7 ,5 ,9 ,22,22,22,26,26,10,10,22,26,26,29,29,26,26,26,26,26,26,22,22,7 ,22,7 ,8 ,9 ,6 ,6 ,3 ,3 ,3 ,3 ,
5 ,5 ,5 ,5 ,5 ,5 ,5 ,6 ,5 ,7 ,7 ,11,7 ,26,21,26,26,26,26,11,10,10,22,26,26,26,22,22,8 ,8 ,8 ,5 ,9 ,22,22,22,20,25,10,10,22,28,28,28,28,26,26,26,26,22,5 ,16,7 ,19,7 ,7 ,8 ,7 ,6 ,6 ,3 ,3 ,3 ,3 ,
5 ,5 ,5 ,5 ,5 ,5 ,4 ,6 ,8 ,7 ,11,11,22,22,26,21,22,26,26,8 ,8 ,8 ,22,22,26,26,22,12,10,8 ,8 ,6 ,7 ,22,22,8 ,22,8 ,8 ,26,26,28,29,28,28,26,22,7 ,15,9 ,22,5 ,5 ,5 ,5 ,5 ,6 ,6 ,6 ,6 ,3 ,3 ,3 ,3 ,
5 ,5 ,5 ,5 ,5 ,5 ,4 ,7 ,8 ,9 ,11,8 ,26,22,21,11,22,26,26,9 ,8 ,8 ,8 ,22,22,22,22,12,10,8 ,8 ,6 ,8 ,19,8 ,21,8 ,8 ,7 ,26,26,28,29,26,26,7 ,18,22,7 ,7 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,6 ,6 ,4 ,3 ,3 ,3 ,3 ,
5 ,5 ,5 ,5 ,5 ,5 ,4 ,7 ,7 ,10,22,26,21,26,21,10,22,26,26,9 ,8 ,8 ,10,22,22,22,10,21,10,8 ,8 ,6 ,7 ,7 ,6 ,5 ,6 ,5 ,5 ,22,22,18,26,28,26,18,9 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,2 ,1 ,2 ,4 ,4 ,3 ,3 ,3 ,3 ,3 ,
5 ,5 ,5 ,5 ,5 ,5 ,4 ,7 ,9 ,9 ,26,21,21,21,10,10,22,26,26,11,10,10,10,10,22,12,10,10,10,8 ,8 ,5 ,7 ,6 ,6 ,7 ,6 ,5 ,22,7 ,14,19,26,28,26,12,9 ,5 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,1 ,2 ,4 ,4 ,3 ,3 ,3 ,3 ,4 ,
5 ,5 ,5 ,5 ,5 ,6 ,6 ,9 ,10,26,21,26,21,12,12,10,22,26,26,11,10,10,10,10,19,20,8 ,8 ,8 ,8 ,5 ,5 ,4 ,6 ,6 ,6 ,22,22,8 ,22,7 ,9 ,26,28,26,9 ,7 ,5 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,5 ,4 ,4 ,5 ,5 ,5 ,5 ,
5 ,5 ,5 ,5 ,5 ,8 ,8 ,10,26,21,26,20,10,10,13,12,22,26,26,12,10,10,10,10,10,10,8 ,6 ,6 ,5 ,4 ,4 ,5 ,4 ,6 ,6 ,14,6 ,22,8 ,8 ,9 ,26,28,26,10,8 ,6 ,4 ,4 ,2 ,2 ,2 ,2 ,2 ,2 ,4 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,
5 ,5 ,5 ,5 ,7 ,8 ,9 ,22,21,26,20,10,10,10,13,12,22,26,26,14,12,10,8 ,8 ,8 ,6 ,6 ,6 ,5 ,4 ,4 ,5 ,4 ,4 ,4 ,6 ,6 ,6 ,9 ,9 ,9 ,11,26,28,26,10,8 ,6 ,4 ,2 ,2 ,2 ,2 ,2 ,2 ,1 ,5 ,5 ,5 ,6 ,6 ,6 ,6 ,6 ,
5 ,5 ,5 ,5 ,7 ,11,22,20,26,20,10,10,10,10,13,12,22,26,26,13,10,8 ,8 ,8 ,8 ,6 ,6 ,4 ,4 ,5 ,5 ,4 ,4 ,5 ,5 ,5 ,5 ,7 ,7 ,9 ,9 ,11,26,28,26,10,8 ,5 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,2 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,
5 ,5 ,5 ,5 ,7 ,11,14,26,21,20,10,10,10,10,10,11,22,26,26,14,10,8 ,8 ,8 ,8 ,6 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,7 ,9 ,26,28,26,11,9 ,6 ,5 ,7 ,7 ,7 ,7 ,7 ,6 ,7 ,9 ,9 ,9 ,8 ,6 ,6 ,6 ,6 ,
5 ,5 ,5 ,5 ,10,10,11,10,10,10,10,10,10,8 ,10,10,22,26,26,13,10,8 ,8 ,8 ,8 ,4 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,9 ,9 ,28,28,28,10,9 ,5 ,6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,9 ,9 ,9 ,8 ,6 ,6 ,5 ,5 ,
5 ,5 ,5 ,5 ,10,10,10,10,10,9 ,9 ,9 ,6 ,7 ,9 ,9 ,22,26,21,22,8 ,8 ,8 ,8 ,7 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,9 ,9 ,28,28,28,11,9 ,5 ,6 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,9 ,9 ,9 ,8 ,5 ,5 ,5 ,5 ,
5 ,5 ,4 ,5 ,6 ,8 ,8 ,8 ,8 ,6 ,6 ,6 ,7 ,7 ,9 ,9 ,22,26,25,11,7 ,8 ,8 ,7 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,7 ,9 ,9 ,26,28,26,11,9 ,5 ,6 ,8 ,8 ,8 ,8 ,7 ,7 ,7 ,9 ,9 ,8 ,7 ,5 ,5 ,5 ,5 ,
5 ,4 ,5 ,5 ,6 ,6 ,8 ,8 ,8 ,6 ,7 ,5 ,5 ,7 ,7 ,22,22,26,21,9 ,6 ,6 ,6 ,7 ,5 ,5 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,7 ,9 ,9 ,28,29,26,12,11,7 ,6 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,7 ,5 ,5 ,5 ,6 ,
4 ,5 ,5 ,6 ,7 ,8 ,9 ,9 ,8 ,8 ,6 ,6 ,8 ,10,9 ,22,26,26,21,9 ,6 ,6 ,6 ,6 ,5 ,5 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,7 ,9 ,9 ,28,29,29,13,11,7 ,6 ,8 ,8 ,8 ,8 ,7 ,7 ,8 ,9 ,9 ,9 ,7 ,5 ,5 ,6 ,6 ,
5 ,5 ,5 ,6 ,7 ,8 ,7 ,7 ,7 ,6 ,6 ,6 ,10,10,9 ,22,26,26,20,9 ,6 ,6 ,6 ,4 ,4 ,4 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,7 ,9 ,9 ,28,29,26,13,11,7 ,6 ,8 ,8 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,9 ,8 ,7 ,6 ,6 ,6 ,
5 ,5 ,5 ,6 ,7 ,8 ,7 ,8 ,7 ,6 ,6 ,6 ,10,10,9 ,22,26,20,21,8 ,6 ,6 ,4 ,4 ,4 ,4 ,5 ,5 ,6 ,5 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,7 ,9 ,9 ,26,29,29,13,11,7 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,9 ,9 ,7 ,7 ,6 ,6 ,
5 ,5 ,5 ,6 ,7 ,8 ,8 ,8 ,8 ,6 ,6 ,6 ,10,10,9 ,22,20,26,8 ,8 ,4 ,4 ,4 ,4 ,4 ,4 ,5 ,4 ,4 ,5 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,7 ,9 ,9 ,26,28,28,10,9 ,7 ,8 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,10,9 ,7 ,7 ,7 ,5 ,
6 ,6 ,6 ,7 ,8 ,10,10,10,10,8 ,8 ,7 ,9 ,9 ,22,8 ,22,9 ,9 ,9 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,6 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,6 ,8 ,8 ,10,11,26,28,29,11,10,8 ,9 ,9 ,9 ,9 ,9 ,9 ,9 ,10,11,12,12,10,7 ,7 ,7 ,6 ,
6 ,6 ,6 ,7 ,10,11,10,10,10,8 ,8 ,9 ,11,10,14,21,9 ,9 ,9 ,9 ,7 ,7 ,7 ,7 ,6 ,6 ,7 ,8 ,8 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,8 ,10,10,12,13,29,28,22,22,9 ,9 ,10,10,10,10,10,10,10,11,13,13,13,11,9 ,9 ,9 ,8 ,
6 ,6 ,6 ,8 ,10,11,10,10,10,8 ,8 ,9 ,8 ,11,10,10,9 ,9 ,9 ,9 ,7 ,7 ,6 ,5 ,5 ,6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,6 ,8 ,8 ,8 ,12,28,26,26,8 ,9 ,9 ,9 ,7 ,7 ,7 ,7 ,7 ,7 ,9 ,10,10,9 ,9 ,9 ,9 ,9 ,8 ,
6 ,6 ,7 ,8 ,10,11,10,10,10,8 ,8 ,8 ,9 ,11,10,9 ,9 ,9 ,8 ,6 ,6 ,5 ,5 ,5 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,5 ,8 ,8 ,8 ,10,26,26,10,8 ,9 ,9 ,9 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,10,10,9 ,9 ,9 ,9 ,9 ,8 ,
6 ,7 ,7 ,8 ,9 ,10,9 ,9 ,9 ,7 ,6 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,8 ,6 ,5 ,5 ,5 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,7 ,7 ,8 ,10,10,10,10,8 ,8 ,8 ,6 ,6 ,6 ,6 ,7 ,7 ,7 ,8 ,9 ,9 ,9 ,9 ,9 ,8 ,8 ,7 ,
7 ,7 ,7 ,8 ,9 ,10,9 ,9 ,9 ,7 ,7 ,8 ,8 ,8 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,5 ,6 ,6 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,7 ,6 ,6 ,6 ,8 ,8 ,8 ,8 ,8 ,8 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,9 ,9 ,8 ,8 ,8 ,7 ,
7 ,7 ,7 ,8 ,9 ,10,9 ,9 ,9 ,7 ,7 ,8 ,8 ,7 ,6 ,6 ,6 ,6 ,5 ,5 ,6 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,6 ,6 ,6 ,6 ,6 ,8 ,8 ,8 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,9 ,8 ,8 ,7 ,7 ,6 ,
7 ,7 ,7 ,7 ,8 ,9 ,8 ,8 ,8 ,6 ,6 ,7 ,6 ,6 ,6 ,6 ,6 ,5 ,6 ,6 ,6 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,5 ,5 ,5 ,5 ,7 ,7 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,9 ,8 ,7 ,7 ,7 ,7 ,6 ,
7 ,7 ,7 ,7 ,8 ,9 ,8 ,8 ,8 ,6 ,6 ,6 ,6 ,6 ,6 ,5 ,5 ,6 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,5 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,4 ,5 ,5 ,5 ,6 ,6 ,6 ,7 ,7 ,7 ,7 ,7 ,8 ,9 ,7 ,7 ,7 ,7 ,7 ,7 ,6 ,
